Year,Compant,Job Title,Annual Salary,Location,Years of Experience,Gender,Masters Degree,Bachelors Degree,Doctorate Degree,Highschool,Some College,Education
2021,amazon,Business Analyst,77000,"Seattle, WA",2,Female,1,0,0,0,0,Master's Degree
2020,Rakuten,Data Scientist,65000,"Tokyo, TY, Japan",2,Male,1,0,0,0,0,Master's Degree
2020,Microsoft,Data Scientist,150000,"Redmond, WA",3,Male,1,0,0,0,0,Master's Degree
2020,Amadeus,Data Scientist,105000,"Gainesville, FL",2,Male,0,0,1,0,0,PhD
2020,Amazon,Data Scientist,314000,"Palo Alto, CA",7,Male,1,0,0,0,0,Master's Degree
2020,Facebook,Data Scientist,330000,"San Francisco, CA",10,Male,1,0,0,0,0,Master's Degree
2020,Intuit,Data Scientist,190000,"Mountain View, CA",5,Female,1,0,0,0,0,Master's Degree
2021,Bank of America,Business Analyst,97000,"Charlotte, NC",5,Male,0,1,0,0,0,Bachelor's Degree
2021,Gojek Tech,Data Scientist,51000,"Bengaluru, KA, India",3,Male,0,0,0,0,0,NA
2020,Boeing,Data Scientist,142000,"Seattle, WA",4,Female,1,0,0,0,0,Master's Degree
2021,Etsy,Data Scientist,185000,"Brooklyn, NY",2,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Business Analyst,65000,"Arizona City, AZ",16,Male,1,0,0,0,0,Master's Degree
2021,Fidelity Investments,Business Analyst,102000,"Boston, MA",2,Female,0,1,0,0,0,Bachelor's Degree
2021,Oracle,Data Scientist,215000,"Austin, TX",5,Female,1,0,0,0,0,Master's Degree
2021,Sberbank,Data Scientist,43000,"Moscow, MC, Russia",3,Male,1,0,0,0,0,Master's Degree
2020,Microsoft,Data Scientist,550000,"Sunnyvale, CA",7,Male,0,0,1,0,0,PhD
2020,Atlassian,Data Scientist,237000,"San Francisco, CA",4,Male,1,0,0,0,0,Master's Degree
2021,WarnerMedia,Data Scientist,128000,"New York, NY",2,Male,0,0,0,0,0,NA
2021,Deloitte,Business Analyst,90000,"Arlington, VA",0,Male,0,1,0,0,0,Bachelor's Degree
2021,Squarespace,Data Scientist,165000,"New York, NY",5,Female,0,0,0,0,0,NA
2021,Chime,Data Scientist,293000,"San Francisco, CA",5,Male,1,0,0,0,0,Master's Degree
2021,AT&T,Data Scientist,325000,"Palo Alto, CA",10,Male,0,0,1,0,0,PhD
2021,Elsevier,Data Scientist,71000,"Amsterdam, NH, Netherlands",2,Female,1,0,0,0,0,Master's Degree
2021,Facebook,Data Scientist,157000,"Menlo Park, CA",1,Male,1,0,0,0,0,Master's Degree
2020,NVIDIA,Data Scientist,175000,"Santa Clara, CA",2,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,146000,"London, EN, United Kingdom",4,Male,1,0,0,0,0,Master's Degree
2021,Instacart,Data Scientist,1000000,"San Francisco, CA",16,Other,0,0,0,0,0,NA
2021,The Climate Corporation,Data Scientist,160000,"San Francisco, CA",0,Male,1,0,0,0,0,Master's Degree
2021,Workday,Data Scientist,265000,"Boulder, CO",5,Male,1,0,0,0,0,Master's Degree
2021,Goldman Sachs,Data Scientist,235000,"New York, NY",7,Female,0,0,0,0,0,NA
2020,Red Hat,Data Scientist,100000,"Raleigh, NC",2,Male,1,0,0,0,0,Master's Degree
2021,Capgemini,Business Analyst,140000,"Charlotte, NC",15,Male,1,0,0,0,0,Master's Degree
2021,Genesys,Business Analyst,74000,"Raleigh, NC",2,Female,0,1,0,0,0,Bachelor's Degree
2021,Capital One,Data Scientist,85000,"Toronto, ON, Canada",0,Male,0,1,0,0,0,Bachelor's Degree
2020,Netflix,Data Scientist,450000,"San Francisco, CA",5,Other,0,0,0,0,0,NA
2020,Workday,Data Scientist,244000,"Boulder, CO",5,Male,1,0,0,0,0,Master's Degree
2021,Edwards Lifesciences,Data Scientist,225000,"Menlo Park, CA",5,Female,1,0,0,0,0,Master's Degree
2020,Google,Data Scientist,100000,"Atlanta, GA",0,Male,1,0,0,0,0,Master's Degree
2020,Google,Data Scientist,120000,"Atlanta, GA",2,Male,1,0,0,0,0,Master's Degree
2020,Zillow,Data Scientist,177000,"Seattle, WA",2,Male,1,0,0,0,0,Master's Degree
2021,Yahoo,Data Scientist,270000,"Sunnyvale, CA",15,Female,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Data Scientist,330000,"San Francisco, CA",6,Male,0,0,1,0,0,PhD
2021,Spotify,Data Scientist,138000,"New York, NY",3,Male,0,1,0,0,0,Bachelor's Degree
2020,Nextdoor,Data Scientist,320000,"San Francisco, CA",6,Male,0,0,0,0,0,NA
2021,Adobe,Business Analyst,112000,"San Jose, CA",3,Male,0,1,0,0,0,Bachelor's Degree
2021,Deutsche Bank,Data Scientist,116000,"Dublin, DN, Ireland",20,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,102000,"Bengaluru, KA, India",6,Male,1,0,0,0,0,Master's Degree
2021,BNP Paribas,Data Scientist,115000,"New York, NY",2,Male,1,0,0,0,0,Master's Degree
2021,Facebook,Data Scientist,278000,"Menlo Park, CA",2,Female,1,0,0,0,0,Master's Degree
2021,Booz Allen Hamilton,Data Scientist,91000,"Atlanta, GA",6,Female,1,0,0,0,0,Master's Degree
2021,GoDaddy,Business Analyst,171000,"Sunnyvale, CA",4,Female,1,0,0,0,0,Master's Degree
2020,UnitedHealth Group,Business Analyst,85000,"Houston, TX",10,Male,0,0,0,0,0,NA
2020,Wells Fargo,Data Scientist,165000,"San Francisco, CA",0,Female,0,0,1,0,0,PhD
2020,Intuitive,Data Scientist,153000,"Sunnyvale, CA",1,Male,0,0,0,0,0,NA
2021,Cisco,Data Scientist,115000,"San Jose, CA",3,Male,0,1,0,0,0,Bachelor's Degree
2021,Cisco,Data Scientist,90000,"San Jose, CA",2,Male,0,1,0,0,0,Bachelor's Degree
2021,Cisco,Data Scientist,200000,"San Francisco, CA",5,Male,1,0,0,0,0,Master's Degree
2020,Intuit,Data Scientist,213000,"San Diego, CA",3,Female,0,0,1,0,0,PhD
2020,Wells Fargo,Data Scientist,180000,"Charlotte, NC",5,Male,0,0,1,0,0,PhD
2021,Discover Financial Services,Data Scientist,145000,"Chicago Heights, IL",5,Male,1,0,0,0,0,Master's Degree
2021,Walmart,Data Scientist,400000,"San Bruno, CA",10,Male,1,0,0,0,0,Master's Degree
2021,Oracle,Business Analyst,68000,"Redwood City, CA",3,Female,0,1,0,0,0,Bachelor's Degree
2021,Square,Data Scientist,227000,"New York, NY",3,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Business Analyst,75000,"London, EN, United Kingdom",5,Male,1,0,0,0,0,Master's Degree
2021,HSBC,Data Scientist,36000,"Bengaluru, KA, India",12,Male,1,0,0,0,0,Master's Degree
2021,Freshworks,Data Scientist,104000,"Bengaluru, KA, India",9,Male,1,0,0,0,0,Master's Degree
2021,Zalando,Data Scientist,115000,"Berlin, BE, Germany",5,Male,0,0,1,0,0,PhD
2020,PayPal,Data Scientist,220000,"San Jose, CA",7,Female,1,0,1,0,0,Master's Degree
2020,Intel,Data Scientist,173000,"Hillsboro, OR",7,Male,0,0,1,0,0,PhD
2021,Walmart Labs,Data Scientist,64000,"Bangalore, KA, India",7,Male,1,0,0,0,0,Master's Degree
2020,shopee,Data Scientist,62000,"Singapore, SG, Singapore",0,Male,1,0,0,0,0,Master's Degree
2020,Facebook,Data Scientist,170000,"San Francisco, CA",3,Female,1,0,0,0,0,Master's Degree
2020,Red Hat,Data Scientist,110000,"Raleigh, NC",2,Male,0,0,0,0,0,NA
2021,HCA Healthcare,Business Analyst,41000,"Nashville, TN",1,Male,0,1,0,0,0,Bachelor's Degree
2021,Facebook,Business Analyst,160000,"Austin, TX",8,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,154000,"Seattle, WA",3,Female,0,0,1,0,0,PhD
2021,Ciklum,Business Analyst,48000,"Kiev, KC, Ukraine",5,Male,1,0,0,0,0,Master's Degree
2021,AT&T,Data Scientist,185000,"Los Angeles, CA",5,Male,0,0,1,0,0,PhD
2021,Facebook,Business Analyst,158000,"Austin, TX",3,Male,1,0,0,0,0,Master's Degree
2021,Barclays,Business Analyst,52000,"London, EN, United Kingdom",1,Female,1,0,0,0,0,Master's Degree
2021,Walmart Labs,Data Scientist,65000,"Bengaluru, KA, India",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Squarespace,Data Scientist,143000,"New York, NY",6,Female,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Business Analyst,133000,"San Francisco, CA",10,Male,0,1,0,0,0,Bachelor's Degree
2020,Uber,Business Analyst,101000,"Chicago, IL",1,Male,1,0,0,0,0,Master's Degree
2021,GlobalLogic,Data Scientist,23000,"Hyderabad, TS, India",8,Male,0,1,0,0,0,Bachelor's Degree
2021,Shopify,Data Scientist,147000,"Toronto, ON, Canada",7,Male,0,1,0,0,0,Bachelor's Degree
2021,Microsoft,Data Scientist,248000,"Seattle, WA",3,Male,0,0,1,0,0,PhD
2020,Microsoft,Data Scientist,156000,"San Juan Bautista, CA",16,Male,1,0,0,0,0,Master's Degree
2020,Microsoft,Data Scientist,156000,"San Juan Bautista, CA",16,Male,1,0,0,0,0,Master's Degree
2021,AWS,Business Analyst,260000,"Herndon, VA",10,Female,1,0,0,0,0,Master's Degree
2021,Square,Data Scientist,190000,"San Francisco, CA",1,Male,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Data Scientist,152000,"Seattle, WA",5,Male,1,0,0,0,0,Master's Degree
2021,Fractal Analytics,Data Scientist,35000,"Gurgaon, HR, India",6,Male,1,0,0,0,0,Master's Degree
2021,Accenture,Business Analyst,100000,"New York, NY",2,Male,0,0,0,0,0,NA
2020,Nike,Data Scientist,245000,"Portland, OR",5,Male,0,0,1,0,0,PhD
2020,Microsoft,Data Scientist,172000,"Atlanta, GA",0,Male,0,0,1,0,0,PhD
2021,Snap,Data Scientist,385000,"Los Angeles, CA",0,Male,0,0,1,0,0,PhD
2021,TD bank,Business Analyst,72000,"Toronto, ON, Canada",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Uber,Data Scientist,185000,"San Francisco, CA",8,Female,0,1,0,0,0,Bachelor's Degree
2020,Airbnb,Data Scientist,213000,"San Francisco, CA",2,Male,0,0,1,0,0,PhD
2021,McKinsey,Data Scientist,135000,"San Francisco, CA",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Microsoft,Data Scientist,209000,"Seattle, WA",13,Male,0,1,0,0,0,Bachelor's Degree
2021,LinkedIn,Data Scientist,201000,"Sunnyvale, CA",3,Female,1,0,0,0,0,Master's Degree
2020,Adobe,Data Scientist,250000,"Emeryville, CA",4,Male,1,0,0,0,0,Master's Degree
2021,Ford Motor,Data Scientist,154000,"Dearborn, MI",16,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Business Analyst,199000,"Seattle, WA",5,Male,1,0,0,0,0,Master's Degree
2021,Optum,Data Scientist,130000,"Minneapolis, MN",13,Male,0,1,0,0,0,Bachelor's Degree
2021,Google,Data Scientist,336000,"Mountain View, CA",9,Male,0,1,0,0,0,Bachelor's Degree
2020,Dell Technologies,Data Scientist,134000,"Austin, TX",2,Male,1,0,0,0,0,Master's Degree
2021,Salesforce,Business Analyst,142000,"San Francisco, CA",4,Male,1,0,0,0,0,Master's Degree
2020,Accenture,Data Scientist,160000,"Boston, MA",7,Male,1,0,0,0,0,Master's Degree
2020,Thumbtack,Data Scientist,125000,"San Francisco, CA",1,Other,0,0,0,0,0,NA
2020,Walmart Labs,Data Scientist,263000,"Bentonville, AR",11,Male,1,0,0,0,0,Master's Degree
2020,Apple,Data Scientist,645000,"Redmond, WA",7,Male,1,0,1,0,0,Master's Degree
2020,Delta Air Lines,Data Scientist,155000,"Atlanta, GA",4,Male,0,0,1,0,0,PhD
2020,Microsoft,Data Scientist,190000,"Redmond, WA",2,Male,0,0,1,0,0,PhD
2021,Intel,Data Scientist,236000,"Hillsboro, OR",8,Male,0,0,1,0,0,PhD
2021,Amazon,Business Analyst,240000,"Sydney, NS, Australia",12,Female,0,1,0,0,0,Bachelor's Degree
2021,JPMorgan Chase,Data Scientist,128000,"Columbus, OH",6,Male,1,0,0,0,0,Master's Degree
2021,Grubhub,Data Scientist,170000,"Chicago, IL",3,Female,1,0,0,0,0,Master's Degree
2020,Postmates,Data Scientist,280000,"San Francisco, CA",2,Male,1,0,0,0,0,Master's Degree
2020,ICF,Data Scientist,75000,"Fairfax, VA",1,Male,1,0,0,0,0,Master's Degree
2020,Amazon,Data Scientist,370000,"New York, NY",5,Other,0,0,1,0,0,PhD
2020,eBay,Data Scientist,230000,"Bellevue, WA",6,Male,1,0,0,0,0,Master's Degree
2021,Texas Instruments,Business Analyst,83000,"Dallas, TX",3,Male,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Data Scientist,201000,"Seattle, WA",5,Male,1,0,0,0,0,Master's Degree
2021,Capital One,Business Analyst,168000,"Washington, DC",6,Male,1,0,0,0,0,Master's Degree
2020,Amazon,Data Scientist,167000,"Seattle, WA",2,Male,1,0,0,0,0,Master's Degree
2020,Lyft,Data Scientist,300000,"New York, NY",0,Male,0,0,0,0,0,NA
2021,Amazon,Business Analyst,90000,"Seattle, WA",3,Female,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,274000,"Santa Monica, CA",1,Male,0,0,1,0,0,PhD
2021,Microsoft,Data Scientist,194000,"Redmond, WA",3,Male,0,0,1,0,0,PhD
2021,Microsoft,Business Analyst,165000,"Seattle, WA",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Business Analyst,97000,"Seattle, WA",2,Female,0,1,0,0,0,Bachelor's Degree
2020,Booz Allen Hamilton,Data Scientist,110000,"Washington, DC",5,Male,0,0,0,0,0,NA
2020,IBM,Data Scientist,66000,"Melbourne, VI, Australia",3,Male,0,0,0,0,0,NA
2021,LinkedIn,Business Analyst,102000,"Dublin, DN, Ireland",2,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,330000,"Seattle, WA",8,Male,0,0,1,0,0,PhD
2021,Pinterest,Data Scientist,400000,"San Francisco, CA",2,Male,0,0,1,0,0,PhD
2021,HPE,Data Scientist,255000,"San Jose, CA",5,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Business Analyst,214000,"Sydney, NS, Australia",12,Female,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Business Analyst,214000,"Sydney, NS, Australia",12,Female,0,1,0,0,0,Bachelor's Degree
2021,Wells Fargo,Data Scientist,185000,"San Francisco, CA",2,Female,0,0,0,0,0,NA
2020,AWS,Data Scientist,230000,"New York, NY",2,Male,0,0,0,0,0,NA
2020,Lyft,Data Scientist,730000,"San Francisco, CA",12,Male,0,0,0,0,0,NA
2020,Amazon,Data Scientist,158000,"Seattle, WA",6,Male,1,0,0,0,0,Master's Degree
2020,Capital One,Data Scientist,141000,"Washington, DC",3,Male,0,0,1,0,0,PhD
2021,Bloomberg,Data Scientist,196000,"New York, NY",0,Male,1,0,0,0,0,Master's Degree
2021,eBay,Data Scientist,205000,"Bellevue, WA",4,Male,0,0,1,0,0,PhD
2021,eBay,Data Scientist,215000,"San Jose, CA",8,Male,1,0,0,0,0,Master's Degree
2021,Netflix,Data Scientist,630000,"Los Angeles, CA",6,Male,0,0,1,0,0,PhD
2021,Amazon,Data Scientist,234000,"Seattle, WA",15,Male,1,0,0,0,0,Master's Degree
2021,Wayfair,Business Analyst,124000,"Boston, MA",2,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,228000,"Seattle, WA",2,Male,0,0,1,0,0,PhD
2020,Bird,Data Scientist,165000,"Los Angeles, CA",4,Male,0,0,1,0,0,PhD
2021,Snap,Data Scientist,385000,"Los Angeles, CA",0,Male,0,0,1,0,0,PhD
2021,Microsoft,Data Scientist,105000,"Hyderabad, TS, India",14,Male,1,0,0,0,0,Master's Degree
2020,JPMorgan Chase,Data Scientist,128000,"New York, NY",2,Male,1,0,0,0,0,Master's Degree
2020,Convoy,Data Scientist,190000,"Seattle, WA",15,Female,1,0,0,0,0,Master's Degree
2021,ibm,Business Analyst,73000,"Calgary, AB, Canada",2,Female,0,1,0,0,0,Bachelor's Degree
2020,Facebook,Data Scientist,325000,"San Francisco, CA",7,Male,1,0,0,0,0,Master's Degree
2020,WeWork,Data Scientist,192000,"New York, NY",4,Male,1,0,0,0,0,Master's Degree
2021,Equifax,Data Scientist,110000,"Alpharetta, GA",3,Male,1,0,0,0,0,Master's Degree
2021,Walmart,Data Scientist,148000,"Bentonville, AR",2,Male,1,0,0,0,0,Master's Degree
2021,Target,Data Scientist,91000,"Bangalore, KA, India",11,Male,1,0,0,0,0,Master's Degree
2020,Kaiser Permanente,Data Scientist,175000,"San Diego, CA",2,Male,0,0,1,0,0,PhD
2020,Uber,Data Scientist,332000,"San Francisco, CA",7,Male,1,0,0,0,0,Master's Degree
2021,Facebook,Data Scientist,367000,"San Francisco, CA",7,Male,1,0,0,0,0,Master's Degree
2021,Grab,Data Scientist,120000,"Singapore, SG, Singapore",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Square,Data Scientist,235000,"San Francisco, CA",4,Female,1,0,0,0,0,Master's Degree
2021,eBay,Business Analyst,138000,"San Jose, CA",4,Male,1,0,0,0,0,Master's Degree
2021,Indeed,Business Analyst,238000,"New York, NY",8,Male,1,0,0,0,0,Master's Degree
2020,Citibank,Data Scientist,200000,"San Francisco, CA",7,Male,1,0,0,0,0,Master's Degree
2020,Uber,Data Scientist,451000,"Palo Alto, CA",12,Male,1,0,0,0,0,Master's Degree
2021,Google,Data Scientist,266000,"Mountain View, CA",0,Male,0,0,1,0,0,PhD
2021,Amazon,Business Analyst,88000,"Tokyo, TY, Japan",3,Male,1,0,0,0,0,Master's Degree
2021,ManTech International,Business Analyst,125000,"Herndon, VA",3,Male,1,0,0,0,0,Master's Degree
2021,SAP,Business Analyst,96000,"Newtown Square, PA",6,Male,0,1,0,0,0,Bachelor's Degree
2021,Walmart,Data Scientist,105000,"Dallas, TX",5,Male,1,0,0,0,0,Master's Degree
2020,Humana,Data Scientist,140000,"Boston, MA",0,Male,0,0,1,0,0,PhD
2021,JPMorgan Chase,Data Scientist,40000,"Mumbai, MH, India",3,Male,0,1,0,0,0,Bachelor's Degree
2021,USAA,Data Scientist,125000,"Phoenix, AZ",10,Female,1,0,0,0,0,Master's Degree
2021,Southwest Airlines,Data Scientist,105000,"Dallas, TX",3,Male,0,1,0,0,0,Bachelor's Degree
2021,Credit Suisse,Business Analyst,82000,"Singapore, SG, Singapore",8,Male,0,1,0,0,0,Bachelor's Degree
2021,Facebook,Data Scientist,295000,"Seattle, WA",10,Male,0,0,1,0,0,PhD
2021,Accenture,Business Analyst,81000,"Dublin, DN, Ireland",6,Female,1,0,0,0,0,Master's Degree
2021,eBay,Data Scientist,190000,"Seattle, WA",2,Female,1,0,0,0,0,Master's Degree
2021,Oracle,Data Scientist,135000,"Toronto, ON, Canada",7,Male,0,0,0,0,0,NA
2021,JP Morgan Chase,Data Scientist,84000,"Chicago, IL",2,Male,1,0,0,0,0,Master's Degree
2021,Lowe's,Data Scientist,140000,"Charlotte, NC",0,Female,0,0,1,0,0,PhD
2021,Credit Karma,Data Scientist,520000,"Oakland, CA",9,Male,1,0,0,0,0,Master's Degree
2020,Facebook,Data Scientist,200000,"Menlo Park, CA",3,Other,1,0,0,0,0,Master's Degree
2020,Airbnb,Data Scientist,296000,"San Francisco, CA",4,Female,0,0,0,0,0,NA
2020,Amazon,Data Scientist,191000,"Palo Alto, CA",4,Male,1,0,0,0,0,Master's Degree
2020,Capital One,Data Scientist,191000,"New York, NY",10,Female,0,0,0,0,0,NA
2020,Lyft,Data Scientist,450000,"San Francisco, CA",4,Male,0,0,1,0,0,PhD
2021,Amazon,Business Analyst,60000,"London, EN, United Kingdom",1,Male,1,0,0,0,0,Master's Degree
2021,Walmart,Data Scientist,157000,"Hoboken, NJ",0,Male,1,0,0,0,0,Master's Degree
2021,Oracle,Data Scientist,210000,"Austin, TX",6,Female,1,0,0,0,0,Master's Degree
2021,Dell Technologies,Data Scientist,142000,"Austin, TX",4,Male,1,0,0,0,0,Master's Degree
2021,Freddie Mac,Business Analyst,81000,"Fairfax, VA",5,Male,0,1,0,0,0,Bachelor's Degree
2020,Macy's,Data Scientist,157000,"New York, NY",2,Male,0,0,1,0,0,PhD
2020,amazon,Data Scientist,110000,"Berlin, BE, Germany",2,Male,1,0,0,0,0,Master's Degree
2020,IBM,Data Scientist,179000,"San Jose, CA",3,Male,0,0,0,0,0,NA
2021,Oracle,Business Analyst,118000,"Redwood City, CA",6,Male,0,1,0,0,0,Bachelor's Degree
2021,Ernst and Young,Business Analyst,108000,"San Francisco, CA",5,Female,1,0,0,0,0,Master's Degree
2020,Feedzai,Data Scientist,140000,"Atlanta, GA",6,Male,0,0,1,0,0,PhD
2021,Microsoft,Data Scientist,166000,"Redmond, WA",1,Male,1,0,0,0,0,Master's Degree
2021,Facebook,Data Scientist,234000,"Menlo Park, CA",8,Male,1,0,0,0,0,Master's Degree
2021,Chime,Data Scientist,222000,"San Francisco, CA",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Siemens,Data Scientist,17000,"Vienna, WI, Austria",2,Male,0,1,0,0,0,Bachelor's Degree
2021,Facebook,Data Scientist,310000,"Menlo Park, CA",4,Female,1,0,0,0,0,Master's Degree
2021,Cisco,Business Analyst,72000,"Raleigh, NC",1,Male,0,1,0,0,0,Bachelor's Degree
2020,Uber,Data Scientist,270000,"San Francisco, CA",5,Male,1,0,0,0,0,Master's Degree
2020,Stitch Fix,Data Scientist,325000,"San Francisco, CA",2,Male,0,0,0,0,0,NA
2020,Mastercard,Data Scientist,220000,"San Francisco, CA",6,Male,0,0,0,0,0,NA
2021,Zoom,Data Scientist,400000,"San Jose, CA",3,Male,1,0,0,0,0,Master's Degree
2020,Microsoft,Data Scientist,180000,"Redmond, WA",2,Male,1,0,0,0,0,Master's Degree
2020,Walmart Labs,Data Scientist,330000,"Sunnyvale, CA",5,Male,0,0,1,0,0,PhD
2020,Booking.com,Data Scientist,140000,"Amsterdam, NH, Netherlands",6,Male,1,0,0,0,0,Master's Degree
2021,Nike,Data Scientist,213000,"Boston, MA",3,Male,1,0,0,0,0,Master's Degree
2021,Facebook,Data Scientist,740000,"Menlo Park, CA",10,Male,0,0,1,0,0,PhD
2021,Intel,Data Scientist,107000,"Hillsboro, OR",5,Male,0,1,0,0,0,Bachelor's Degree
2021,JPMorgan Chase,Data Scientist,150000,"Dallas, TX",4,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,180000,"Vancouver, BC, Canada",8,Male,0,0,0,0,0,NA
2021,Microsoft,Data Scientist,345000,"Seattle, WA",7,Female,0,0,1,0,0,PhD
2020,Amazon,Data Scientist,275000,"San Francisco, CA",10,Female,0,0,1,0,0,PhD
2020,Expedia,Data Scientist,220000,"Seattle, WA",4,Male,0,0,0,0,0,NA
2021,LinkedIn,Business Analyst,226000,"San Francisco, CA",7,Female,0,1,0,0,0,Bachelor's Degree
2021,Amazon,Data Scientist,156000,"Seattle, WA",8,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,337000,"Seattle, WA",4,Female,1,0,0,0,0,Master's Degree
2021,ServiceNow,Business Analyst,160000,"San Diego, CA",5,Male,0,1,0,0,0,Bachelor's Degree
2021,Shutterstock,Data Scientist,195000,"New York, NY",7,Female,1,0,0,0,0,Master's Degree
2020,Facebook,Data Scientist,221000,"Menlo Park, CA",10,Female,1,0,0,0,0,Master's Degree
2020,Intel,Data Scientist,143000,"Chandler, AZ",4,Male,1,0,0,0,0,Master's Degree
2021,KPMG,Business Analyst,135000,"Philadelphia, PA",6,Male,0,1,0,0,0,Bachelor's Degree
2021,Capital One,Business Analyst,80000,"Chicago, IL",1,Male,0,0,0,0,0,NA
2021,McKinsey,Business Analyst,120000,"New York, NY",2,Male,0,1,0,0,0,Bachelor's Degree
2021,Capital One,Data Scientist,198000,"New York, NY",16,Male,0,0,1,0,0,PhD
2021,Agoda,Data Scientist,108000,"Singapore, SG, Singapore",5,Male,1,0,0,0,0,Master's Degree
2021,Amazon,Data Scientist,363000,"Seattle, WA",5,Male,1,0,0,0,0,Master's Degree
2021,Intuit,Business Analyst,255000,"Mountain View, CA",9,Male,1,0,0,0,0,Master's Degree
2021,Expedia,Business Analyst,94000,"Seattle, WA",7,Male,0,1,0,0,0,Bachelor's Degree
2021,Astrazeneca,Business Analyst,173000,"Gaithersburg, MD",10,Male,1,0,0,0,0,Master's Degree
2021,Stitch Fix,Data Scientist,520000,"San Francisco, CA",6,Female,1,0,0,0,0,Master's Degree
2021,LinkedIn,Data Scientist,257000,"Mountain View, CA",5,Female,1,0,0,0,0,Master's Degree
2021,eBay,Business Analyst,128000,"Berlin, BE, Germany",11,Female,1,0,0,0,0,Master's Degree
2021,Uber,Business Analyst,109000,"New York, NY",5,Male,0,1,0,0,0,Bachelor's Degree
2021,Goldman Sachs,Data Scientist,150000,"New York, NY",2,Male,0,1,0,0,0,Bachelor's Degree
2021,Uber,Business Analyst,88000,"Amsterdam, NH, Netherlands",4,Male,0,1,0,0,0,Bachelor's Degree
2021,Turo,Data Scientist,230000,"San Francisco, CA",3,Male,1,0,0,0,0,Master's Degree
2021,Rakuten,Business Analyst,400000,"San Mateo, CA",10,Female,1,0,0,0,0,Master's Degree
2021,3M,Data Scientist,100000,"Saint Paul, MN",2,Male,1,0,0,0,0,Master's Degree
2021,Oracle,Business Analyst,100000,"Bozeman, MT",20,Female,1,0,0,0,0,Master's Degree
2020,Spotify,Data Scientist,101000,"Stockholm, ST, Sweden",6,Male,1,0,0,0,0,Master's Degree
2021,Splunk,Business Analyst,121000,"San Francisco, CA",3,Female,1,0,0,0,0,Master's Degree
2021,Accenture,Data Scientist,54000,"Boston, MA",2,Male,0,0,0,0,0,NA
2020,Facebook,Data Scientist,295000,"San Francisco, CA",5,Male,0,0,1,0,0,PhD
2021,DoorDash,Business Analyst,111000,"San Francisco, CA",2,Male,0,1,0,0,0,Bachelor's Degree
2021,IBM,Data Scientist,125000,"New York, NY",1,Female,0,1,0,0,0,Bachelor's Degree
2021,Facebook,Data Scientist,420000,"New York, NY",7,Male,1,0,0,0,0,Master's Degree
2021,Shopify,Data Scientist,140000,"Ottawa, ON, Canada",6,Male,0,1,0,0,0,Bachelor's Degree
2021,Hulu,Data Scientist,162000,"Santa Monica, CA",8,Female,1,0,0,0,0,Master's Degree
2021,Microsoft,Data Scientist,193000,"Redmond, WA",5,Male,1,0,0,0,0,Master's Degree
2021,Dropbox,Data Scientist,650000,"San Francisco, CA",15,Male,1,0,0,0,0,Master's Degree
2021,Facebook,Data Scientist,375000,"Menlo Park, CA",5,Male,0,0,1,0,0,PhD
2020,IBM,Data Scientist,120000,"Armonk, NY",0,Female,1,0,0,0,0,Master's Degree
2020,Microsoft,Data Scientist,132000,"Cambridge, MA",15,Female,1,0,0,0,0,Master's Degree
2021,Epsilon,Data Scientist,150000,"Chicago, IL",2,Male,1,0,0,0,0,Master's Degree
2021,Uber,Business Analyst,150000,"San Francisco, CA",4,Female,1,0,0,0,0,Master's Degree
2021,Oscar,Data Scientist,225000,"New York, NY",3,Male,1,0,0,0,0,Master's Degree
2021,GE Aviation,Data Scientist,152000,"Cincinnati, OH",15,Male,1,0,0,0,0,Master's Degree
2021,Capital One,Business Analyst,100000,"Washington, DC",1,Male,0,1,0,0,0,Bachelor's Degree
2021,Lam Research,Data Scientist,217000,"San Francisco, CA",7,Male,0,0,1,0,0,PhD
2020,Netflix,Data Scientist,467000,"Los Gatos, CA",2,Male,0,0,1,0,0,PhD
2020,Unilever,Data Scientist,85000,"Toronto, ON, Canada",1,Female,1,0,0,0,0,Master's Degree
